goos: darwin
goarch: arm64
pkg: github.com/robby031/concurrent-map
cpu: Apple M4
BenchmarkMultiGetSetBlock_1_Shard-10          	 2418990	       529.4 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_1_Shard-10          	 2342331	       510.2 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_1_Shard-10          	 2406850	       519.9 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_1_Shard-10          	 2410704	       521.8 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_1_Shard-10          	 2351878	       512.5 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_1_Shard-10          	 2346452	       515.8 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_1_Shard-10          	 2400321	       514.9 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_1_Shard-10          	 2405373	       520.3 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2418468	       524.8 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2443569	       507.2 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2431221	       511.4 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2361656	       510.7 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2428974	       518.5 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2376760	       506.9 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2444812	       520.4 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2374986	       512.0 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2366654	       508.5 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_16_Shard-10         	 2435416	       519.4 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2472537	       498.2 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2403182	       506.7 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2396497	       511.7 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2388588	       501.1 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2476620	       507.2 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2470246	       498.5 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2392111	       495.9 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2397292	       496.9 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2333988	       552.8 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_32_Shard-10         	 2311868	       535.6 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2418577	       508.9 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2487753	       500.8 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2500644	       498.4 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2504732	       498.0 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2506585	       499.0 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2506580	       490.4 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2421002	       500.2 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2330418	       515.3 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2433039	       492.3 ns/op	     304 B/op	      12 allocs/op
BenchmarkMultiGetSetBlock_256_Shard-10        	 2430260	       500.1 ns/op	     304 B/op	      12 allocs/op
BenchmarkHash_Short-10                        	393476002	         3.115 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	398327686	         3.131 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	403759448	         3.015 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	396857056	         3.000 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	389200759	         2.983 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	406781785	         2.999 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	388332758	         2.983 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	388427397	         2.941 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	398798674	         2.982 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Short-10                        	408145333	         2.961 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196417828	         6.111 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196362145	         6.112 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196489081	         6.108 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196495515	         6.109 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196499658	         6.111 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196431172	         6.111 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196554802	         6.107 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196519743	         6.108 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196489053	         6.111 ns/op	       0 B/op	       0 allocs/op
BenchmarkHash_Medium-10                       	196500932	         6.109 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	github.com/robby031/concurrent-map	550.321s
